SITE,YEAR,LINE,FL50,TC,BIOMASS
KBSM,2016,797,197,113,0.211811305
KBSM,2016,114,207,67,0.22300191
KBSM,2016,283,207,103,0.256416486
KBSM,2016,23,214,65,0.189359742
KBSM,2016,452,197,109,0.173353114
KBSM,2016,39,197,83,0.117477065
KBSM,2016,VxW,214,138,0.679045481
KBSM,2016,326,209,127,0.374547423
KBSM,2016,782,195,163,0.519213153
KBSM,2016,9,195,190,0.432142736
KBSM,2016,734,214,218,1.034964356
KBSM,2016,579,202,123,0.274844155
KBSM,2016,VS16,202,96,0.157794259
KBSM,2016,420,209,181,0.640984318
KBSM,2016,358,195,223,0.739583026
KBSM,2016,93,207,156,0.541851258
KBSM,2016,681,207,102,0.250176586
KBSM,2016,536,204,169,0.683371661
KBSM,2016,308,207,190,0.764750319
KBSM,2016,418,197,90,0.15597
KBSM,2016,775,200,157,0.330564014
KBSM,2016,152,200,122,0.320094537
KBSM,2016,246,197,90,0.233659453
KBSM,2016,584,221,251,1.556959412
KBSM,2016,656,207,69,0.299364952
KBSM,2016,107,204,165,0.567936205
KBSM,2016,285,209,136,0.564265428
KBSM,2016,147,202,155,0.502500853
KBSM,2016,683,204,83,0.200047549
KBSM,2016,550,209,74,0.1334
KBSM,2016,350,209,113,0.459236244
KBSM,2016,116,200,162,0.503195583
KBSM,2016,780,202,65,0.239933033
KBSM,2016,566,209,77,0.10801
KBSM,2016,313,200,224,0.713273253
KBSM,2016,472,193,93,0.236392686
KBSM,2016,737,218,30,0.07244
KBSM,2016,608,207,261,0.999414562
KBSM,2016,242,195,143,0.260979581
KBSM,2016,119,218,192,0.740302272
KBSM,2016,746,207,107,0.326343505
KBSM,2016,738,200,136,0.440667828
KBSM,2016,632,202,65,0.242680104
KBSM,2016,478,190,140,0.416086513
KBSM,2016,345,195,65,0.120508731
KBSM,2016,AxD,188,109,0.194550634
KBSM,2016,33,190,67,0.1248
KBSM,2016,758,209,113,0.516077978
KBSM,2016,446,195,110,0.276993766
KBSM,2016,223,209,340,1.058591622
KBSM,2016,WBC,NA,339,4.080897691
KBSM,2016,412,202,95,0.400881213
KBSM,2016,815,193,146,0.369080947
KBSM,2016,145,207,66,0.135249542
KBSM,2016,AP13,NA,210,1.872726995
KBSM,2016,386,200,104,0.371439476
KBSM,2016,595,207,114,0.2637297
KBSM,2016,642,197,136,0.373828014
KBSM,2016,442,202,121,0.312230045
KBSM,2016,615,211,97,0.447231733
KBSM,2016,182,207,109,0.517220108
KBSM,2016,330,200,192,0.584535859
KBSM,2016,537,200,111,0.256338918
KBSM,2016,686,207,85,0.331053704
KBSM,2016,384,190,171,0.336126621
KBSM,2016,WBC,NA,425,3.872586667
KBSM,2016,713,214,32,0.05786
KBSM,2016,137,202,37,0.108783484
KBSM,2016,634,207,180,0.632594655
KBSM,2016,541,197,174,0.389548405
KBSM,2016,VxW,218,123,0.617147274
KBSM,2016,527,190,74,0.140093993
KBSM,2016,787,225,27,0.04499
KBSM,2016,581,202,92,0.137912024
KBSM,2016,380,207,145,0.551588574
KBSM,2016,545,209,107,0.431235109
KBSM,2016,672,197,100,0.295221759
KBSM,2016,533,188,84,0.0594255
KBSM,2016,AxD,188,128,0.268830943
KBSM,2016,105,209,127,0.426950653
KBSM,2016,260,200,93,0.399517883
KBSM,2016,496,207,87,0.213041835
KBSM,2016,809,197,98,0.216828945
KBSM,2016,AP13,NA,215,1.936181284
KBSM,2016,729,190,113,0.202534422
KBSM,2016,111,193,126,0.235695017
KBSM,2016,529,195,106,0.393222243
KBSM,2016,297,207,92,0.33986423
KBSM,2016,65,200,70,0.132074088
KBSM,2016,744,207,135,0.559370676
KBSM,2016,532,195,154,0.310328752
KBSM,2016,378,209,96,0.377193288
KBSM,2016,405,190,173,0.212549609
KBSM,2016,774,200,69,0.201306216
KBSM,2016,250,207,84,0.173205113
KBSM,2016,239,214,110,0.585301736
KBSM,2016,432,207,64,0.256670008
KBSM,2016,699,218,325,1.063147693
KBSM,2016,WBC,NA,244,2.596481803
KBSM,2016,825,200,114,0.32940426
KBSM,2016,582,200,106,0.318552735
KBSM,2016,123,223,112,0.341050763
KBSM,2016,210,214,106,0.463176525
KBSM,2016,94,193,165,0.365760419
KBSM,2016,726,221,176,1.042679312
KBSM,2016,428,197,92,0.133426363
KBSM,2016,391,190,100,0.170410973
KBSM,2016,62,204,93,0.372560364
KBSM,2016,534,214,33,0.02229
KBSM,2016,170,197,73,0.12968898
KBSM,2016,730,193,127,0.257442819
KBSM,2016,695,200,117,0.37010297
KBSM,2016,306,200,86,0.291279436
KBSM,2016,522,195,88,0.387922579
KBSM,2016,824,228,73,0.09455758
KBSM,2016,1,193,161,0.295350449
KBSM,2016,281,197,121,0.234790806
KBSM,2016,557,202,86,0.176299355
KBSM,2016,VS16,202,67,0.100571879
KBSM,2016,657,207,136,0.498658346
KBSM,2016,547,209,130,0.515399303
KBSM,2016,741,204,106,0.357238608
KBSM,2016,520,207,148,0.528377294
KBSM,2016,364,202,116,0.505017653
KBSM,2016,562,200,128,0.3116896
KBSM,2016,755,202,131,0.336804534
KBSM,2016,193,214,146,0.58251284
KBSM,2016,678,202,97,0.310024582
KBSM,2016,411,207,140,0.316866264
KBSM,2016,273,207,149,0.374190339
KBSM,2016,784,214,21,0.03741
KBSM,2016,276,202,49,0.147827804
KBSM,2016,19,202,73,0.558582883
KBSM,2016,AP13,NA,227,1.818974079
KBSM,2016,704,202,105,0.328731386
KBSM,2016,494,207,67,0.227471673
KBSM,2016,VxW,218,160,0.89691719
KBSM,2016,383,211,44,0.169288043
KBSM,2016,485,200,109,0.297869636
KBSM,2016,759,193,91,0.318538392
KBSM,2016,594,211,150,0.606150421
KBSM,2016,757,209,74,0.137965469
KBSM,2016,5,195,57,0.238159727
KBSM,2016,264,207,98,0.366292469
KBSM,2016,568,202,184,0.594237236
KBSM,2016,AxD,188,153,0.297992082
KBSM,2016,158,193,204,0.36581695
KBSM,2016,302,190,202,0.357044991
KBSM,2016,576,204,100,0.25488571
KBSM,2016,618,218,171,0.591450243
KBSM,2016,67,202,146,0.414712686
KBSM,2016,310,209,114,0.266897372
KBSM,2016,VS16,207,88,0.197131894
KBSM,2016,696,204,83,0.288471801
KBSM,2016,679,204,149,0.540262942
KBSM,2016,552,207,40,0.0574
KBSM,2016,230,190,105,0.19621028
KBSM,2016,600,214,125,0.453770199
KBSM,2016,621,197,168,0.456673598
KBSM,2016,110,193,96,0.316879847
KBSM,2016,234,209,170,0.721302441
KBSM,2016,572,204,85,0.177425525
KBSM,2016,777,195,109,0.334078128
KBSM,2016,459,209,201,0.536408024
KBSM,2016,402,207,182,0.70872002
KBSM,2016,VxW,218,155,0.769138587
KBSM,2016,20,195,92,0.333247646
KBSM,2016,336,216,146,0.553707113
KBSM,2016,425,207,139,0.533980571
KBSM,2016,643,195,82,0.099457942
KBSM,2016,410,197,126,0.358188117
KBSM,2016,VxW,216,186,1.20496447
KBSM,2016,226,214,105,0.288906695
KBSM,2016,155,200,74,0.263254131
KBSM,2016,583,200,141,0.454214331
KBSM,2016,570,221,51,0.10226
KBSM,2016,104,197,171,0.544623636
KBSM,2016,171,200,127,0.327694929
KBSM,2016,747,209,104,0.32667639
KBSM,2016,29,202,114,0.213266602
KBSM,2016,243,195,164,0.444856748
KBSM,2016,470,209,218,0.772619452
KBSM,2016,103,207,190,0.755603466
KBSM,2016,322,204,146,0.835434373
KBSM,2016,AP13,NA,214,1.575819522
KBSM,2016,563,209,82,0.21948634
KBSM,2016,660,200,198,0.554219876
KBSM,2016,32,204,150,0.665666471
KBSM,2016,292,195,156,0.46147522
KBSM,2016,490,195,92,0.22566563
KBSM,2016,VS16,181,63,0.04903
KBSM,2016,177,209,128,0.488707338
KBSM,2016,772,200,76,0.171075647
KBSM,2016,497,195,124,0.241158339
KBSM,2016,317,195,203,0.434791433
KBSM,2016,502,207,99,0.213836229
KBSM,2016,736,202,162,0.511498631
KBSM,2016,764,202,170,0.526077354
KBSM,2016,150,195,83,0.118393922
KBSM,2016,255,195,123,0.256781527
KBSM,2016,DAC,179,42,0.02127
KBSM,2016,251,209,191,0.653035329
KBSM,2016,573,190,174,0.40303931
KBSM,2016,WBC,228,255,2.858489581
KBSM,2016,491,190,93,0.230019303
KBSM,2016,354,207,86,0.183494609
KBSM,2016,417,200,94,0.396871493
KBSM,2016,605,202,142,0.553793942
KBSM,2016,421,200,105,0.221270921
KBSM,2016,700,190,116,0.173919474
KBSM,2016,139,193,104,0.149818634
KBSM,2016,644,193,195,0.399295456
KBSM,2016,463,225,39,0.157608866
KBSM,2016,389,207,185,0.704116435
KBSM,2016,526,195,167,0.452474931
KBSM,2016,654,193,199,0.457796312
KBSM,2016,164,207,210,0.658308509
KBSM,2016,WBC,NA,384,2.2243805
KBSM,2016,668,209,132,0.377674762
KBSM,2016,480,204,96,0.218509635
KBSM,2016,360,197,205,1.034961139
KBSM,2016,429,202,110,0.333223928
KBSM,2016,427,197,127,0.255915701
KBSM,2016,72,195,139,0.391584923
KBSM,2016,300,207,73,0.341636995
KBSM,2016,464,209,83,0.342301142
KBSM,2016,742,211,151,0.508394656
KBSM,2016,18,193,169,0.360017425
KBSM,2016,622,214,106,0.517440585
KBSM,2016,78,193,98,0.302576708
KBSM,2016,294,193,147,0.392963142
KBSM,2016,WBC,NA,210,2.378646291
KBSM,2016,406,202,160,0.629687514
KBSM,2016,801,202,103,0.220040374
KBSM,2016,118,200,87,0.296683958
KBSM,2016,396,202,176,0.500741613
KBSM,2016,AP13,NA,211,1.901947128
KBSM,2016,455,195,120,0.25936196
KBSM,2016,333,218,101,0.417455857
KBSM,2016,143,216,104,0.477345328
KBSM,2016,633,202,78,0.257832132
KBSM,2016,613,195,137,0.293853419
KBSM,2016,249,202,177,0.704241166
KBSM,2016,70,216,111,0.371058306
KBSM,2016,448,193,76,0.133000033
KBSM,2016,393,207,82,0.285003061
KBSM,2016,609,209,141,0.449489256
KBSM,2016,762,200,56,0.194197862
KBSM,2016,159,202,156,0.551318158
KBSM,2016,561,214,63,0.251217902
KBSM,2016,667,207,167,0.520309299
KBSM,2016,178,197,108,0.370494426
KBSM,2016,287,214,211,0.532692379
KBSM,2016,36,209,87,0.401085133
KBSM,2016,820,200,73,0.233827732
KBSM,2016,66,214,96,0.554293163
KBSM,2016,347,200,72,0.157334143
KBSM,2016,79,207,127,0.449848675
KBSM,2016,752,200,127,0.471679918
KBSM,2016,44,207,277,0.768526263
KBSM,2016,222,207,119,0.621080937
KBSM,2016,453,200,83,0.138653641
KBSM,2016,674,209,236,0.603591421
KBSM,2016,200,200,100,0.48246381
KBSM,2016,AP13,NA,187,1.733257512
KBSM,2016,356,195,159,0.457972342
KBSM,2016,724,204,57,0.223938059
KBSM,2016,521,195,129,0.274283252
KBSM,2016,664,197,79,0.230607752
KBSM,2016,AP13,NA,221,2.101277949
KBSM,2016,270,197,122,0.590962306
KBSM,2016,55,190,98,0.341769515
KBSM,2016,DAC,176,160,0.139632858
KBSM,2016,68,200,99,0.30269665
KBSM,2016,720,200,143,0.672226729
KBSM,2016,431,211,163,0.593390451
KBSM,2016,791,190,59,0.17467
KBSM,2016,682,204,110,0.314606001
KBSM,2016,127,187,79,0.225872845
KBSM,2016,WBC,NA,343,3.212973227
KBSM,2016,450,200,135,0.489195604
KBSM,2016,778,187,89,0.180740478
KBSM,2016,184,197,169,0.622712315
KBSM,2016,227,202,155,0.383140302
KBSM,2016,506,225,39,0.103454782
KBSM,2016,655,225,217,1.078400786
KBSM,2016,28,197,159,0.569987608
KBSM,2016,751,204,86,0.354752624
KBSM,2016,95,209,204,0.527903314
KBSM,2016,473,214,167,0.414332805
KBSM,2016,661,211,83,0.300328137
KBSM,2016,505,195,73,0.12334
KBSM,2016,765,207,203,0.670007627
KBSM,2016,VS16,211,50,0.09037
KBSM,2016,394,190,104,0.13739
KBSM,2016,409,200,156,0.329875021
KBSM,2016,753,202,59,0.166334836
KBSM,2016,546,193,74,0.130531844
KBSM,2016,341,195,111,0.255673037
KBSM,2016,AP13,NA,196,1.594863062
KBSM,2016,639,204,94,0.250125774
KBSM,2016,460,204,117,0.289550037
KBSM,2016,611,209,129,0.300135383
KBSM,2016,619,211,97,0.261742851
KBSM,2016,34,200,132,0.281127823
KBSM,2016,640,207,76,0.245281586
KBSM,2016,57,197,46,0.156761863
KBSM,2016,VxW,216,156,0.719250937
KBSM,2016,398,202,82,0.263465244
KBSM,2016,69,214,198,0.816024108
KBSM,2016,748,209,128,0.66617538
KBSM,2016,766,195,118,0.287462498
KBSM,2016,415,211,131,0.464477126
KBSM,2016,658,202,80,0.19782123
KBSM,2016,465,225,61,0.092568999
KBSM,2016,706,211,79,0.138219235
KBSM,2016,128,193,36,0.08919807
KBSM,2016,823,214,107,0.374011244
KBSM,2016,434,193,88,0.157190779
KBSM,2016,555,200,73,0.174698042
KBSM,2016,588,211,166,0.541277262
KBSM,2016,709,207,87,0.140517424
KBSM,2016,89,197,136,0.338824653
KBSM,2016,740,207,166,0.544012515
KBSM,2016,578,207,87,0.193863751
KBSM,2016,201,200,117,0.348046835
KBSM,2016,30,211,62,0.13751171
KBSM,2016,779,197,55,0.117327017
KBSM,2016,535,216,121,0.521614618
KBSM,2016,289,209,119,0.450110298
KBSM,2016,544,197,146,0.512846667
KBSM,2016,648,221,89,0.139759519
KBSM,2016,670,193,96,0.167900188
KBSM,2016,221,214,124,0.465667992
KBSM,2016,693,193,77,0.095592723
KBSM,2016,813,195,90,0.232899972
KBSM,2016,73,200,81,0.232238445
KBSM,2016,540,209,118,0.11658507
KBSM,2016,198,200,181,0.697433436
KBSM,2016,317,200,141,0.316432666
KBSM,2016,8,207,145,0.505596557
KBSM,2016,659,204,150,0.839413598
KBSM,2016,AxD,187,178,0.398053153
KBSM,2016,577,202,122,0.348241391
KBSM,2016,652,200,131,0.31269088
KBSM,2016,148,202,77,0.266243436
KBSM,2016,AxD,193,134,0.191404452
KBSM,2016,382,200,163,0.492599481
KBSM,2016,501,195,118,0.257920024
KBSM,2016,816,193,65,0.157586858
KBSM,2016,115,218,74,0.298415789
KBSM,2016,795,190,117,0.254193319
KBSM,2016,469,202,123,0.408915281
KBSM,2016,680,190,126,0.253409699
KBSM,2016,14,202,76,0.118317608
KBSM,2016,675,197,122,0.29526103
KBSM,2016,553,209,126,0.530607504
KBSM,2016,AxD,187,113,0.23087301
KBSM,2016,214,214,79,0.303517117
KBSM,2016,144,193,83,0.297066368
KBSM,2016,484,188,85,0.136058747
KBSM,2016,538,200,40,0.09622
KBSM,2016,WBC,NA,383,3.123419511
KBSM,2016,207,193,99,0.372383565
KBSM,2016,154,209,207,0.72650826
KBSM,2016,631,197,79,0.159885519
KBSM,2016,12,204,117,0.322011256
KBSM,2016,353,202,155,0.514871941
KBSM,2016,508,193,94,0.29529134
KBSM,2016,804,197,108,0.310882315
KBSM,2016,131,193,194,0.701978092
KBSM,2016,312,211,99,0.417171187
KBSM,2016,80,200,140,0.36301945
KBSM,2016,AP13,NA,217,1.889310942
KBSM,2016,629,214,132,0.569434083
KBSM,2016,173,193,63,0.13296
KBSM,2016,305,197,180,0.417478228
KBSM,2016,525,NA,94,0.227497804
KBSM,2016,703,188,152,0.400618349
KBSM,2016,303,207,183,0.930238599
KBSM,2016,352,202,139,0.487518032
KBSM,2016,185,193,71,0.158853372
KBSM,2016,DAC,174,65,0.05959
KBSM,2016,691,204,348,0.952692887
KBSM,2016,515,195,114,0.195733081
KBSM,2016,343,195,159,0.276827749
KBSM,2016,172,202,94,0.394104191
KBSM,2016,786,200,95,0.120837271
KBSM,2016,408,207,184,0.530594355
KBSM,2016,372,209,143,0.460635209
KBSM,2016,153,209,119,0.579912345
KBSM,2016,805,204,123,0.410411017
KBSM,2016,DAC,176,65,0.04598
KBSM,2016,524,214,166,0.677368511
KBSM,2016,258,193,118,0.611464913
KBSM,2016,35,209,119,0.311044466
KBSM,2016,806,200,82,0.19639408
KBSM,2016,AxD,187,84,0.118582447
KBSM,2016,580,200,132,0.30484325
KBSM,2016,VxW,216,170,1.006563335
KBSM,2016,404,200,120,0.333757084
KBSM,2016,374,202,124,0.453211667
KBSM,2016,174,200,128,0.372260664
KBSM,2016,814,200,97,0.384903574
KBSM,2016,597,214,99,0.795427235
KBSM,2016,268,195,50,0.13076
KBSM,2016,61,204,127,0.718533762
KBSM,2016,625,197,242,0.666578101
KBSM,2016,AP13,NA,176,1.48391898
KBSM,2016,439,193,183,0.376289701
KBSM,2016,236,202,154,0.462669037
KBSM,2016,612,207,161,0.333768835
KBSM,2016,VxW,218,164,0.886917638
KBSM,2016,776,197,113,0.249902536
KBSM,2016,97,202,74,0.336501056
KBSM,2016,245,207,164,0.468589918
KBSM,2016,VS16,204,49,0.08205
KBSM,2016,426,197,182,0.616146596
KBSM,2016,365,195,181,0.494710376
KBSM,2016,197,202,257,1.154731051
KBSM,2016,783,214,145,0.756787625
KBSM,2016,483,193,151,0.326154565
KBSM,2016,361,204,222,0.638230106
KBSM,2016,15,221,246,0.987716384
KBSM,2016,22,193,143,0.357018277
KBSM,2016,259,200,205,0.487249102
KBSM,2016,512,187,78,0.193464526
KBSM,2016,722,209,43,0.075443433
KBSM,2016,168,207,127,0.379228333
KBSM,2016,768,202,112,0.248472829
KBSM,2016,539,204,172,0.566161763
KBSM,2016,257,228,80,0.213752482
KBSM,2016,VS16,202,69,0.1388779
KBSM,2016,81,200,129,0.319060543
KBSM,2016,620,202,142,0.313559345
KBSM,2016,489,207,90,0.234715104
KBSM,2016,135,200,201,0.991199987
KBSM,2016,176,200,105,0.349030845
KBSM,2016,711,209,250,0.831576319
KBSM,2016,479,202,72,0.259742157
KBSM,2016,WBC,NA,339,2.799336012
KBSM,2016,DAC,176,156,0.12903
KBSM,2016,296,207,163,0.706026678
KBSM,2016,194,221,180,0.803029192
KBSM,2016,760,202,123,0.272394914
KBSM,2016,548,200,138,0.25611236
KBSM,2016,788,211,226,0.738449517
KBSM,2016,106,200,150,0.515762652
KBSM,2016,332,200,70,NA
KBSM,2016,606,211,49,0.174495101
KBSM,2016,392,228,30,0.191183666
KBSM,2016,2,207,184,0.466372577
KBSM,2016,224,209,151,0.670880735
KBSM,2016,510,200,72,0.099464891
KBSM,2016,763,207,98,0.118260674
KBSM,2016,10,193,114,0.196660826
KBSM,2016,323,200,132,0.286834831
KBSM,2016,523,207,151,0.585965684
KBSM,2016,756,200,127,0.648492059
KBSM,2016,37,214,205,0.546822184
KBSM,2016,248,214,147,0.707436416
KBSM,2016,477,193,106,0.240542004
KBSM,2016,754,218,67,0.285788728
KBSM,2016,157,200,105,0.23134953
KBSM,2016,205,200,26,0.06438
KBSM,2016,589,207,141,0.418703245
KBSM,2016,802,218,153,0.413306666
KBSM,2016,122,211,39,0.04265
KBSM,2016,338,207,72,0.237718145
KBSM,2016,397,207,194,0.765766505
KBSM,2016,96,193,43,0.039
KBSM,2016,WBC,NA,318,2.777999695
KBSM,2016,AP13,NA,209,2.192199102
KBSM,2016,275,200,121,0.334295284
KBSM,2016,476,200,128,0.457166392
KBSM,2016,216,211,157,0.557128358
KBSM,2016,43,209,158,0.720272905
KBSM,2016,773,207,175,0.664938681
KBSM,2016,495,197,147,0.729119311
KBSM,2016,252,204,91,0.316244027
KBSM,2016,142,204,173,0.530165302
KBSM,2016,690,200,76,0.171213415
KBSM,2016,438,197,117,0.19056299
KBSM,2016,41,209,140,0.175050341
KBSM,2016,54,214,150,0.640618915
KBSM,2016,812,193,70,0.231549136
KBSM,2016,465,209,190,0.774268154
KBSM,2016,237,202,147,0.431547292
KBSM,2016,558,209,174,0.670908267
KBSM,2016,792,218,238,1.352863979
KBSM,2016,467,200,73,0.193819247
KBSM,2016,407,200,171,0.585254701
KBSM,2016,229,200,42,0.182267074
KBSM,2016,26,211,138,0.678939077
KBSM,2016,694,207,203,0.634357128
KBSM,2016,593,207,177,0.654508906
KBSM,2016,204,216,126,0.407447359
KBSM,2016,AxD,187,100,0.221045083
KBSM,2016,46,200,91,0.314345456
KBSM,2016,739,216,135,0.349678513
KBSM,2016,598,209,203,0.594694025
KBSM,2016,390,211,68,0.358392913
KBSM,2016,AxD,187,136,0.280541177
KBSM,2016,167,200,86,0.309818409
KBSM,2016,653,200,113,0.281090211
KBSM,2016,422,193,111,0.507320596
KBSM,2016,337,193,160,0.301466698
KBSM,2016,161,200,186,0.541143511
KBSM,2016,712,209,50,0.093736871
KBSM,2016,500,214,173,0.797676567
KBSM,2016,256,221,207,0.869105987
KBSM,2016,48,195,103,0.257973888
KBSM,2016,VS16,204,108,0.243212654
KBSM,2016,637,207,150,0.379415719
KBSM,2016,AP13,NA,187,2.124608771
KBSM,2016,244,200,100,0.440779834
KBSM,2016,125,200,193,0.557422519
KBSM,2016,761,207,144,0.591364452
KBSM,2016,607,207,99,0.269478395
KBSM,2016,325,207,266,0.950863041
KBSM,2016,86,209,93,0.414855121
KBSM,2016,673,202,113,0.354631513
KBSM,2016,559,209,84,0.222344725
KBSM,2016,AP13,NA,241,2.056367484
KBSM,2016,375,209,49,0.126510278
KBSM,2016,124,214,182,0.975237138
KBSM,2016,733,218,137,0.407079691
KBSM,2016,DAC,176,96,0.04061
KBSM,2016,507,207,103,0.566396555
KBSM,2016,VxW,218,192,0.690007964
KBSM,2016,247,214,164,0.580923026
KBSM,2016,126,193,35,NA
KBSM,2016,626,200,77,0.297272022
KBSM,2016,AP13,NA,213,1.978390578
KBSM,2016,585,200,116,0.166304488
KBSM,2016,286,197,90,0.214934091
KBSM,2016,669,202,66,0.129496203
KBSM,2016,447,204,167,0.741305444
KBSM,2016,304,207,281,0.872265023
KBSM,2016,136,214,89,0.593029781
KBSM,2016,725,193,98,0.239904199
KBSM,2016,VxW,216,192,1.285485332
KBSM,2016,571,207,159,0.581740038
KBSM,2016,342,190,114,0.347214485
KBSM,2016,DAC,176,93,0.05293
KBSM,2016,130,200,204,1.038719675
KBSM,2016,824,211,174,0.621367326
KBSM,2016,458,200,98,0.106523027
KBSM,2016,369,200,152,0.827567755
KBSM,2016,40,202,130,0.512841878
KBSM,2016,790,204,105,0.360652932
KBSM,2016,488,207,125,0.291433993
KBSM,2016,279,200,67,0.235543721
KBSM,2016,117,207,67,0.290890686
KBSM,2016,798,214,75,0.3023491
KBSM,2016,531,202,130,0.469879015
KBSM,2016,274,211,93,0.262886836
KBSM,2016,156,204,129,0.451383924
KBSM,2016,822,200,148,0.668353835
KBSM,2016,183,190,62,0.159403803
KBSM,2016,803,193,65,0.273889926
KBSM,2016,554,209,97,0.297901478
KBSM,2016,392,197,131,0.495420059
KBSM,2016,83,209,110,0.664395652
KBSM,2016,503,200,44,0.108336148
KBSM,2016,151,202,87,0.231070432
KBSM,2016,235,200,127,0.419910226
KBSM,2016,530,204,131,0.50686827
KBSM,2016,743,207,36,0.07548
KBSM,2016,WBC,NA,340,2.985382591
KBSM,2016,721,204,43,0.11618
KBSM,2016,299,209,144,0.444494789
KBSM,2016,AP13,NA,218,1.763311898
KBSM,2016,596,214,103,0.419020153
KBSM,2016,705,204,208,0.742172831
KBSM,2016,191,197,85,0.311541056
KBSM,2016,379,214,143,0.724627009
KBSM,2016,419,202,100,0.415396524
KBSM,2016,395,204,136,0.379828062
KBSM,2016,53,200,145,0.47984637
KBSM,2016,254,200,136,0.412822093
KING,2016,260,NA,NA,0.056
KING,2016,120,117,71,0.088
KING,2016,377,117,26,NA
KING,2016,AP13,120,258,1
KING,2016,166,127,135,0.305362319
KING,2016,387,113,160,0.1484375
KING,2016,65,130,37,0.025
KING,2016,334,132,130,0.1
KING,2016,AxD,111,103,0.062
KING,2016,328,113,87,0.063
KING,2016,93,113,84,0.075
KING,2016,210,117,45,0.035
KING,2016,158,111,179,0.11
KING,2016,222,113,96,0.07
KING,2016,106,111,210,0.198549724
KING,2016,267,134,98,0.256600362
KING,2016,66,111,22,0.023
KING,2016,243,113,169,0.317508418
KING,2016,187,111,103,0.09
KING,2016,385,113,51,0.052
KING,2016,116,113,87,0.069
KING,2016,AxD,111,103,0.116
KING,2016,383,113,128,0.21527897
KING,2016,150,111,188,0.146153846
KING,2016,404,125,64,0.109
KING,2016,192,111,212,0.21512605
KING,2016,203,113,209,0.134
KING,2016,26,125,195,0.452760736
KING,2016,283,111,115,0.101
KING,2016,177,113,129,0.093
KING,2016,381,113,266,0.289990467
KING,2016,43,113,63,0.088
KING,2016,VxW,113,106,0.368842269
KING,2016,229,113,75,0.071
KING,2016,40,158,91,0.254157303
KING,2016,58,111,155,0.103
KING,2016,AP13,139,243,1.825211506
KING,2016,280,111,180,0.201
KING,2016,111,111,67,0.104
KING,2016,306,111,37,0.029
KING,2016,182,117,75,0.081
KING,2016,374,111,143,0.232
KING,2016,94,111,149,0.239968279
KING,2016,364,113,160,0.179453836
KING,2016,115,113,102,0.206
KING,2016,124,127,202,0.522321429
KING,2016,294,111,187,0.249599359
KING,2016,167,111,134,0.265300896
KING,2016,240,111,186,0.305102954
KING,2016,62,123,106,0.299850075
KING,2016,411,NA,NA,0.015
KING,2016,194,120,148,0.257011259
KING,2016,251,111,165,0.227198697
KING,2016,113,120,74,0.126
KING,2016,221,111,99,0.046
KING,2016,305,113,14,NA
KING,2016,234,113,280,0.603515625
KING,2016,98,111,139,0.21575985
KING,2016,71,113,60,0.044
KING,2016,AP13,148,175,1.051042223
KING,2016,393,125,181,0.538674033
KING,2016,296,NA,NA,0.082
KING,2016,VxW,120,158,0.272442121
KING,2016,403,111,212,0.193
KING,2016,22,111,62,0.074
KING,2016,352,123,212,0.214483395
KING,2016,73,111,147,0.175
KING,2016,490,NA,NA,0.179
KING,2016,275,111,127,0.132
KING,2016,117,111,129,0.126
KING,2016,46,111,146,0.192213115
KING,2016,29,111,60,0.042
KING,2016,383,111,81,0.158
KING,2016,180,117,211,0.250616389
KING,2016,389,125,184,0.395332555
KING,2016,161,125,197,0.081
KING,2016,VS16,123,26,NA
KING,2016,205,120,61,0.073
KING,2016,108,111,78,0.042
KING,2016,202,111,73,0.048
KING,2016,138,111,41,0.042
KING,2016,369,113,151,0.053
KING,2016,179,117,132,0.2
KING,2016,VS16,123,NA,NA
KING,2016,324,117,78,0.071
KING,2016,128,113,44,0.048
KING,2016,279,113,58,0.107
KING,2016,173,111,40,0.032
KING,2016,217,111,141,0.235525025
KING,2016,40,158,77,0.238955823
KING,2016,237,113,121,0.101
KING,2016,WBC,239,536,4.440793826
KING,2016,185,111,160,0.203508772
KING,2016,226,111,106,0.166533865
KING,2016,AxD,111,146,0.190746269
KING,2016,160,111,140,0.127
KING,2016,263,111,205,0.292805755
KING,2016,242,113,65,0.04
KING,2016,159,117,51,0.061
KING,2016,VS16,123,23,NA
KING,2016,361,111,89,0.07
KING,2016,135,113,135,0.240255831
KING,2016,363,111,97,0.152140505
KING,2016,37,111,172,0.19375
KING,2016,369,113,104,0.22108067
KING,2016,64,111,178,0.190055249
KING,2016,326,111,91,0.177676951
KING,2016,3,117,245,0.349769585
KING,2016,305,111,71,NA
KING,2016,WBC,228,333,2.560352234
KING,2016,139,117,66,NA
KING,2016,247,111,104,0.142
KING,2016,101,117,10,NA
KING,2016,318,120,119,0.15688716
KING,2016,48,117,103,0.164164827
KING,2016,215,127,313,0.689811105
KING,2016,107,111,41,NA
KING,2016,VxW,141,82,0.113
KING,2016,50,111,88,0.08
KING,2016,297,111,172,0.28501827
KING,2016,75,111,60,0.116
KING,2016,325,125,129,0.095
KING,2016,87,111,42,NA
KING,2016,VxW,117,86,0.12
KING,2016,269,113,121,0.103
KING,2016,36,111,87,0.147
KING,2016,281,111,217,0.328571429
KING,2016,155,113,92,0.137
KING,2016,279,117,27,NA
KING,2016,90,117,71,NA
KING,2016,333,113,22,NA
KING,2016,44,113,123,0.09
